"","FIPS","State","County","2010_Census_Population","Population_Estimate_2011","Population_Estimate_2012","Population_Estimate_2013","Population_Estimate_2014","Population_Estimate_2015","Population_Estimate_2016","Population_Estimate_2017","Population_Estimate_2018"
"1688",31067," NE","Gage County",22311,21906,21651,21766,21555,21706,21608,21615,21493
"1689",31069," NE","Garden County",2057,2062,1982,1923,1908,1916,1907,1897,1897
"1690",31071," NE","Garfield County",2049,2010,1994,2022,2000,2014,1994,1999,1987
"1691",31073," NE","Gosper County",2044,1991,2079,2017,2004,2025,2025,2027,1996
"1692",31075," NE","Grant County",614,634,625,633,626,646,665,649,660
"1693",31077," NE","Greeley County",2538,2535,2464,2483,2483,2435,2401,2377,2356
"1694",31079," NE","Hall County",58607,59485,60094,60490,61104,61149,61477,61377,61607
"1695",31081," NE","Hamilton County",9124,9077,9040,9123,9102,9140,9157,9210,9280
"1696",31083," NE","Harlan County",3423,3435,3411,3487,3468,3442,3452,3428,3401
"1697",31085," NE","Hayes County",967,952,919,947,910,915,890,893,916
"1698",31087," NE","Hitchcock County",2908,2861,2877,2857,2882,2883,2831,2815,2806
"1699",31089," NE","Holt County",10435,10442,10376,10382,10361,10268,10230,10186,10178
"1700",31091," NE","Hooker County",736,743,718,731,722,714,683,668,682
"1701",31093," NE","Howard County",6274,6295,6298,6337,6352,6382,6407,6414,6468
"1702",31095," NE","Jefferson County",7547,7550,7533,7512,7299,7213,7166,7164,7097
"1703",31097," NE","Johnson County",5217,5217,5185,5166,5221,5240,5214,5176,5134
"1704",31099," NE","Kearney County",6489,6546,6508,6485,6587,6556,6558,6513,6544
"1705",31101," NE","Keith County",8368,8237,8220,8154,8170,8132,8092,8078,8021
"1706",31103," NE","Keya Paha County",824,819,797,790,795,797,792,793,810
"1707",31105," NE","Kimball County",3821,3807,3802,3694,3726,3716,3675,3601,3618
"1708",31107," NE","Knox County",8701,8574,8573,8553,8473,8468,8484,8458,8419
"1709",31109," NE","Lancaster County",285407,289884,293430,297120,302644,306136,310440,313977,317272
"1710",31111," NE","Lincoln County",36288,36029,35975,35938,35652,35512,35501,35314,35185
"1711",31113," NE","Logan County",763,779,785,777,767,790,789,762,749
"1712",31115," NE","Loup County",632,616,605,587,596,606,615,605,618
"1713",31117," NE","McPherson County",539,551,509,528,510,489,503,494,492
"1714",31119," NE","Madison County",34876,35006,35088,35158,35100,35021,35036,35272,35392
"1715",31121," NE","Merrick County",7845,7755,7840,7825,7784,7801,7834,7861,7733
"1716",31123," NE","Morrill County",5042,4985,4934,4926,4919,4925,4865,4808,4686
"1717",31125," NE","Nance County",3735,3731,3673,3558,3527,3573,3563,3576,3532
"1718",31127," NE","Nemaha County",7248,7237,7150,7148,7129,7002,6971,6961,6958
"1719",31129," NE","Nuckolls County",4500,4447,4430,4384,4347,4316,4259,4260,4195
"1720",31131," NE","Otoe County",15740,15739,15689,15688,15780,15840,15941,15932,15985
"1721",31133," NE","Pawnee County",2773,2791,2791,2750,2725,2690,2698,2633,2632
"1722",31135," NE","Perkins County",2970,2947,2933,2894,2878,2937,2898,2894,2929
"1723",31137," NE","Phelps County",9188,9140,9210,9179,9162,9214,9187,9042,8996
"1724",31139," NE","Pierce County",7266,7193,7187,7180,7202,7189,7142,7108,7142
"1725",31141," NE","Platte County",32237,32513,32674,32603,32752,32890,33028,33282,33363
"1726",31143," NE","Polk County",5406,5340,5269,5246,5272,5179,5203,5344,5278
"1727",31145," NE","Red Willow County",11055,11048,11044,11053,10900,10886,10770,10750,10726
"1728",31147," NE","Richardson County",8363,8341,8283,8132,8108,8022,7999,7981,7937
"1729",31149," NE","Rock County",1526,1480,1426,1440,1449,1417,1404,1422,1360
"1730",31151," NE","Saline County",14200,14327,14423,14305,14303,14204,14227,14357,14350
"1731",31153," NE","Sarpy County",158840,162555,165662,169001,171872,175245,178503,181678,184459
"1732",31155," NE","Saunders County",20780,20839,20795,20876,20858,20946,20993,21019,21303
"1733",31157," NE","Scotts Bluff County",36970,36952,36902,36850,36435,36230,36409,36213,35989
"1734",31159," NE","Seward County",16750,16703,16894,16991,17008,16995,17110,17202,17318
"1735",31161," NE","Sheridan County",5469,5361,5329,5209,5253,5216,5231,5278,5190
"1736",31163," NE","Sherman County",3152,3101,3078,3061,3034,3036,3011,3090,3038
"1737",31165," NE","Sioux County",1311,1319,1323,1330,1321,1276,1259,1201,1187
"1738",31167," NE","Stanton County",6129,6175,6090,6088,6098,5942,5971,5977,5970
"1739",31169," NE","Thayer County",5228,5168,5144,5177,5211,5127,5079,5036,5039
"1740",31171," NE","Thomas County",647,698,701,705,701,695,727,730,720
"1741",31173," NE","Thurston County",6940,6903,6925,6873,6961,7072,7141,7225,7303
"1742",31175," NE","Valley County",4260,4228,4216,4181,4217,4168,4200,4230,4190
"1743",31177," NE","Washington County",20234,19917,19948,19852,19929,19922,20227,20351,20667
"1744",31179," NE","Wayne County",9595,9453,9502,9444,9405,9373,9395,9260,9403
"1745",31181," NE","Webster County",3812,3757,3734,3643,3645,3592,3567,3520,3533
"1746",31183," NE","Wheeler County",818,815,797,779,786,779,804,816,805
"1747",31185," NE","York County",13665,13784,13836,13853,13918,13796,13738,13770,13772
"1748",32001," NV","Churchill County",24877,24591,24243,23923,23819,23934,23869,23989,24440
"1749",32003," NV","Clark County",1951269,1962010,1989693,2018003,2054263,2098105,2140547,2183310,2231647
"1750",32005," NV","Douglas County",46997,46969,46911,46938,47382,47424,47848,48018,48467
"1751",32007," NV","Elko County",48818,49436,50980,52356,52557,51747,52123,52371,52460
"1752",32009," NV","Esmeralda County",783,770,792,848,825,830,826,843,826
"1753",32011," NV","Eureka County",1987,1977,1991,2049,1988,2029,1936,1950,2003
"1754",32013," NV","Humboldt County",16528,16638,17072,17357,17219,17023,16792,16702,16786
"1755",32015," NV","Lander County",5775,5841,5923,6065,5973,5884,5696,5604,5575
"1756",32017," NV","Lincoln County",5345,5266,5370,5268,5197,5137,5154,5182,5201
"1757",32019," NV","Lyon County",51980,51380,50969,51094,51339,51986,52726,53915,55808
"1758",32021," NV","Mineral County",4772,4627,4657,4553,4469,4422,4380,4454,4514
"1759",32023," NV","Nye County",43946,43972,43588,42876,42851,42988,43289,44051,45346
"1760",32027," NV","Pershing County",6753,6612,6754,6845,6706,6624,6584,6473,6666
"1761",32029," NV","Storey County",4010,3906,3839,3795,3803,3878,3992,4003,4029
"1762",32031," NV","Washoe County",421407,424000,427452,431223,436493,442728,450142,457333,465735
"1763",32033," NV","White Pine County",10030,10125,10013,10043,10032,9858,9721,9599,9475
"1764",32510," NV","Carson City",55274,54679,54319,53736,54096,54069,54147,54608,55414
"1765",33001," NH","Belknap County",60088,60327,60434,60236,60285,60347,60700,60845,61022
"1766",33003," NH","Carroll County",47818,47676,47693,47520,47429,47392,47493,48109,48779
"1767",33005," NH","Cheshire County",77117,76927,76902,76714,76424,76261,75950,76185,76493
"1768",33007," NH","Coos County",33055,32507,31984,31957,32783,32332,31903,31584,31589
"1769",33009," NH","Grafton County",89118,89268,89621,89900,89926,89415,89982,89947,89786
"1770",33011," NH","Hillsborough County",400721,402492,404106,405065,407071,408811,411150,413157,415247
"1771",33013," NH","Merrimack County",146445,146858,147106,147511,148141,148670,149150,150169,151132
"1772",33015," NH","Rockingham County",295223,296138,298123,299420,301481,302930,304778,307281,309176
"1773",33017," NH","Strafford County",123143,124112,124753,125022,126523,126978,128175,129421,130090
"1774",33019," NH","Sullivan County",43742,43510,43240,43063,43160,43158,43092,43069,43144
"1775",34001," NJ","Atlantic County",274549,274606,274651,274369,272656,270471,267813,266328,265429
"1776",34003," NJ","Bergen County",905116,912033,916408,920203,923757,926997,928979,933569,936692
"1777",34005," NJ","Burlington County",448734,450149,450517,448850,448224,446923,446108,445196,445384
"1778",34007," NJ","Camden County",513657,512726,511769,510128,508554,507784,507075,506343,507078
"1779",34009," NJ","Cape May County",97265,96490,96230,95506,94923,94180,93679,93184,92560
"1780",34011," NJ","Cumberland County",156898,157045,156941,156120,156086,154838,153355,151748,150972
"1781",34013," NJ","Essex County",783969,785531,785137,786817,788975,790508,792617,795908,799767
"1782",34015," NJ","Gloucester County",288288,289478,289627,289720,290530,290823,290647,290850,291408
"1783",34017," NJ","Hudson County",634266,645600,652416,657217,660502,664744,668928,672922,676061
"1784",34019," NJ","Hunterdon County",128349,127314,126596,126381,125847,125396,124668,124628,124714
"1785",34021," NJ","Mercer County",366513,367384,368604,369517,369017,368352,368028,368602,369811
"1786",34023," NJ","Middlesex County",809858,815082,819347,821844,824349,825867,825907,827684,829685
"1787",34025," NJ","Monmouth County",630380,629102,627663,626980,625647,624320,623286,622327,621354
"1788",34027," NJ","Morris County",492276,494809,495679,496114,494982,494432,494046,494225,494228
"1789",34029," NJ","Ocean County",576567,578849,579860,582022,584449,587137,590990,595470,601651
"1790",34031," NJ","Passaic County",501226,503282,503651,504006,504758,504588,503853,503694,503310
"1791",34033," NJ","Salem County",66083,65866,65410,64789,64328,63720,63189,62838,62607
"1792",34035," NJ","Somerset County",323444,326153,327341,329024,329342,329678,329996,330700,331164
"1793",34037," NJ","Sussex County",149265,148122,146943,145615,144578,142996,141932,141185,140799
"1794",34039," NJ","Union County",536499,540024,543129,546237,548282,550367,553343,555273,558067
"1795",34041," NJ","Warren County",108692,108138,107564,106903,106994,106748,106077,105869,105779
"1796",35001," NM","Bernalillo County",662564,670278,673697,676497,676229,676678,678165,678686,678701
"1797",35003," NM","Catron County",3725,3719,3638,3589,3550,3480,3522,3567,3578
"1798",35005," NM","Chaves County",65645,65739,65800,66059,65880,65878,65697,65153,64689
"1799",35006," NM","Cibola County",27213,27488,27414,27419,27158,27047,27043,26895,26746
"1800",35007," NM","Colfax County",13750,13627,13257,13082,12718,12449,12280,12206,12110
"1801",35009," NM","Curry County",48376,49806,50799,50775,51115,50299,50303,49842,49437
"1802",35011," NM","De Baca County",2022,1998,1955,1927,1859,1871,1833,1813,1781
"1803",35013," NM","Doña Ana County",209233,213127,214507,214394,214084,214151,214748,216186,217522
"1804",35015," NM","Eddy County",53829,54056,54416,55668,56690,57724,57667,57205,57900
"1805",35017," NM","Grant County",29514,29338,29245,29096,28863,28361,28043,27692,27346
"1806",35019," NM","Guadalupe County",4687,4625,4592,4532,4443,4351,4368,4409,4341
"1807",35021," NM","Harding County",695,713,700,691,693,719,687,687,655
"1808",35023," NM","Hidalgo County",4894,4842,4778,4623,4549,4436,4326,4305,4240
"1809",35025," NM","Lea County",64727,65130,66382,68644,70211,71496,70254,69057,69611
"1810",35027," NM","Lincoln County",20497,20409,20200,19981,19605,19365,19399,19483,19556
"1811",35028," NM","Los Alamos County",17950,18229,18238,17950,17807,17830,18239,18804,19101
"1812",35029," NM","Luna County",25095,25105,24926,24607,24448,24382,24379,24148,23963
"1813",35031," NM","McKinley County",71492,72328,72374,72674,72807,73461,73106,72574,72290
"1814",35033," NM","Mora County",4881,4780,4685,4697,4616,4613,4539,4542,4506
"1815",35035," NM","Otero County",63797,65644,66226,66326,65362,64739,65644,66198,66781
"1816",35037," NM","Quay County",9041,9044,8807,8676,8466,8446,8390,8310,8253
"1817",35039," NM","Rio Arriba County",40246,40246,40197,40069,39739,39364,39233,39191,39006
"1818",35041," NM","Roosevelt County",19846,20432,20323,20028,19656,19140,19143,18905,18743
"1819",35043," NM","Sandoval County",131561,134312,135381,136326,137039,138531,140471,142624,145179
"1820",35045," NM","San Juan County",130044,129694,129748,129468,129094,128261,127973,126902,125043
"1821",35047," NM","San Miguel County",29393,29354,29098,28829,28505,28233,28058,27782,27591
"1822",35049," NM","Santa Fe County",144170,145837,146722,147487,147819,148206,148888,149617,150056
"1823",35051," NM","Sierra County",11988,12025,11857,11528,11267,11235,11113,11090,10968
"1824",35053," NM","Socorro County",17866,17776,17481,17514,17267,17146,16967,16885,16735
"1825",35055," NM","Taos County",32937,32891,32766,32962,32971,32814,32960,32862,32835
"1826",35057," NM","Torrance County",16383,16443,16153,15825,15669,15608,15515,15593,15591
"1827",35059," NM","Union County",4549,4410,4401,4347,4248,4166,4154,4188,4118
"1828",35061," NM","Valencia County",76569,76950,76786,76502,75915,75731,75682,75994,76456
"1829",36001," NY","Albany County",304204,304564,305717,306613,307190,307476,307628,307717,307117
"1830",36003," NY","Allegany County",48946,48787,48201,47892,47646,47324,47039,46688,46430
"1831",36005," NY","Bronx County",1385108,1397366,1411715,1422340,1431538,1440726,1445237,1439725,1432132
"1832",36007," NY","Broome County",200600,199346,198658,197911,197251,195794,194345,192959,191659
"1833",36009," NY","Cattaraugus County",80317,79819,79354,79000,78685,77951,77708,77245,76840
"1834",36011," NY","Cayuga County",80026,79693,79509,79090,78768,78300,77666,77463,77145
"1835",36013," NY","Chautauqua County",134905,134198,133302,132848,131750,130634,129350,128609,127939
"1836",36015," NY","Chemung County",88830,88893,89136,88192,87179,86718,85676,84874,84254
"1837",36017," NY","Chenango County",50477,50183,49887,49479,49326,48772,48317,47790,47536
"1838",36019," NY","Clinton County",82128,81716,81708,81516,81460,80723,80524,80567,80695
"1839",36021," NY","Columbia County",63096,62512,62435,62160,61938,61453,60882,60408,59916
"1840",36023," NY","Cortland County",49336,49378,49027,48907,48743,48296,47919,47836,47823
"1841",36025," NY","Delaware County",47980,47578,47212,46801,46561,45954,45446,45020,44527
"1842",36027," NY","Dutchess County",297488,298118,297048,296272,295146,294108,293049,293450,293718
"1843",36029," NY","Erie County",919040,919747,919877,920883,921794,920543,918479,918794,919719
"1844",36031," NY","Essex County",39370,39256,38863,38587,38311,37958,37675,37511,37300
"1845",36033," NY","Franklin County",51599,51541,51789,51213,51102,50542,51077,50444,50293
"1846",36035," NY","Fulton County",55531,55115,54853,54359,53945,53800,53604,53777,53591
"1847",36037," NY","Genesee County",60079,59886,59682,59124,58740,58470,58022,57816,57511
"1848",36039," NY","Greene County",49221,48850,48582,48304,47962,47634,47525,47474,47491
"1849",36041," NY","Hamilton County",4836,4826,4802,4766,4700,4699,4557,4481,4434
"1850",36043," NY","Herkimer County",64519,64373,64222,63881,63384,62654,62446,62209,61833
"1851",36045," NY","Jefferson County",116229,117769,120261,118515,118005,116403,113015,113063,111755
"1852",36047," NY","Kings County",2504700,2540822,2568876,2588501,2602680,2610607,2611232,2596385,2582830
"1853",36049," NY","Lewis County",27087,27023,27195,27100,27091,26830,26652,26576,26447
"1854",36051," NY","Livingston County",65393,64844,64793,64620,64586,64318,63942,63461,63227
"1855",36053," NY","Madison County",73442,72879,72413,72457,72204,71672,71291,70831,70795
"1856",36055," NY","Monroe County",744344,746711,747350,748326,747425,745376,743531,742436,742474
"1857",36057," NY","Montgomery County",50219,49901,49822,49738,49673,49579,49206,49216,49455
"1858",36059," NY","Nassau County",1339532,1346176,1349723,1352399,1355029,1355319,1356463,1357664,1358343
"1859",36061," NY","New York County",1585873,1608215,1624039,1627806,1630946,1636713,1636261,1629780,1628701
"1860",36063," NY","Niagara County",216469,215709,214713,214110,213322,212366,211534,210866,210433
"1861",36065," NY","Oneida County",234878,234203,233766,233356,232626,231234,230348,230127,229577
"1862",36067," NY","Onondaga County",467026,467571,467034,468181,467342,466233,464033,461791,461809
"1863",36069," NY","Ontario County",107931,108581,108600,109043,109334,109285,109267,109609,109864
"1864",36071," NY","Orange County",372813,374125,373814,374539,375181,376152,378047,379803,381951
"1865",36073," NY","Orleans County",42883,42634,42379,42220,41850,41457,41196,40759,40612
"1866",36075," NY","Oswego County",122109,121967,121450,121169,120588,119728,118881,118426,117898
"1867",36077," NY","Otsego County",62259,61964,61746,61614,60951,60497,60119,59903,59749
"1868",36079," NY","Putnam County",99710,99816,99625,99584,99459,99219,98812,98966,98892
"1869",36081," NY","Queens County",2230722,2255559,2272745,2288194,2300148,2307614,2309032,2296865,2278906
"1870",36083," NY","Rensselaer County",159429,159572,159427,159538,159661,159456,159334,159261,159442
"1871",36085," NY","Richmond County",468730,471001,470657,471898,472075,472521,474214,475516,476179
"1872",36087," NY","Rockland County",311687,315439,317216,319330,321176,323078,323640,324839,325695
"1873",36089," NY","St. Lawrence County",111944,112268,112357,111928,111437,110331,109411,108562,108047
"1874",36091," NY","Saratoga County",219607,221088,222466,224082,224518,226053,227048,229102,230163
"1875",36093," NY","Schenectady County",154727,154856,155020,154957,155042,154738,154473,154814,155350
"1876",36095," NY","Schoharie County",32749,32621,32044,31905,31773,31408,31307,31236,31097
"1877",36097," NY","Schuyler County",18343,18402,18484,18372,18164,18013,17948,17925,17912
"1878",36099," NY","Seneca County",35251,35314,35338,35227,34887,34814,34731,34327,34300
"1879",36101," NY","Steuben County",98990,99145,98926,98845,98173,97524,96895,96249,95796
"1880",36103," NY","Suffolk County",1493350,1498838,1497037,1497489,1495757,1492278,1486804,1483571,1481093
"1881",36105," NY","Sullivan County",77547,77047,76931,76949,75647,74854,74977,75079,75498
"1882",36107," NY","Tioga County",51125,50872,50281,50110,49833,49360,48822,48650,48560
"1883",36109," NY","Tompkins County",101564,101801,102719,103553,103385,103018,102938,102678,102793
"1884",36111," NY","Ulster County",182493,182430,181535,180701,180419,179692,179080,178723,178599
"1885",36113," NY","Warren County",65707,65733,65418,65085,64870,64411,64428,64428,64265
"1886",36115," NY","Washington County",63216,63074,62980,62749,62464,62225,61767,61489,61197
"1887",36117," NY","Wayne County",93772,93246,93035,92350,91806,91284,90754,90372,90064
"1888",36119," NY","Westchester County",949113,956265,959729,964805,967407,969220,970556,969279,967612
"1889",36121," NY","Wyoming County",42155,41839,41692,41353,41129,40922,40406,40283,40085
"1890",36123," NY","Yates County",25348,25449,25334,25207,25148,25080,25023,24952,24841
"1891",37001," NC","Alamance County",151131,152696,153282,154199,155425,157100,160392,163529,166436
"1892",37003," NC","Alexander County",37198,37028,36925,37016,36992,36960,37142,37146,37353
"1893",37005," NC","Alleghany County",11155,11017,10945,10905,10895,10861,10926,11023,11161
"1894",37007," NC","Anson County",26948,26508,26312,25964,25974,25620,25182,24878,24877
"1895",37009," NC","Ashe County",27281,26984,26927,26849,26772,26637,26611,26803,27109
"1896",37011," NC","Avery County",17797,17728,17576,17614,17615,17455,17423,17505,17505
"1897",37013," NC","Beaufort County",47759,47655,47418,47372,47328,47385,47370,47051,47079
"1898",37015," NC","Bertie County",21282,20854,20491,20326,20321,20167,19432,19274,19026
"1899",37017," NC","Bladen County",35190,34892,34829,34642,34386,34140,33704,33468,33190
"1900",37019," NC","Brunswick County",107431,110167,112002,114920,118308,122211,126302,130735,136744
"1901",37021," NC","Buncombe County",238318,241148,243657,246823,249122,251973,254988,257185,259103
"1902",37023," NC","Burke County",90912,90527,89959,89345,89289,89324,89438,90127,90382
"1903",37025," NC","Cabarrus County",178011,181134,184127,187036,191490,196215,201470,206724,211342
"1904",37027," NC","Caldwell County",83029,82440,82072,82044,81665,81512,81767,81920,82029
"1905",37029," NC","Camden County",9980,10022,10001,10115,10276,10284,10402,10561,10710
"1906",37031," NC","Carteret County",66469,67405,67763,68384,68634,68711,68811,68919,69524
"1907",37033," NC","Caswell County",23719,23457,23045,23098,22811,22822,22765,22632,22698
"1908",37035," NC","Catawba County",154358,154484,154729,155012,155139,155571,156471,157811,158652
"1909",37037," NC","Chatham County",63505,64102,64531,65244,66665,68256,69646,71248,73139
"1910",37039," NC","Cherokee County",27444,27173,27027,27119,27075,27098,27805,27980,28383
"1911",37041," NC","Chowan County",14793,14806,14695,14668,14504,14249,14201,14040,14029
"1912",37043," NC","Clay County",10587,10682,10651,10595,10562,10619,10743,11001,11139
"1913",37045," NC","Cleveland County",98078,97431,97314,96874,97018,96885,97017,97228,97645
"1914",37047," NC","Columbus County",58098,57683,57521,57071,56878,56666,56279,55987,55655
"1915",37049," NC","Craven County",103505,104829,105325,104302,104078,102906,102760,102754,102912
"1916",37051," NC","Cumberland County",319431,330468,329965,332984,332383,331278,333300,331239,332330
"1917",37053," NC","Currituck County",23547,23903,24022,24250,24817,25112,25654,26323,27072
"1918",37055," NC","Dare County",33920,34155,34383,34810,34894,35432,35765,36115,36501
"1919",37057," NC","Davidson County",162878,162932,163060,163325,163425,163575,164394,165313,166614
"1920",37059," NC","Davie County",41240,41333,41282,41441,41265,41655,41933,42369,42733
"1921",37061," NC","Duplin County",58505,59201,59443,59328,59442,58892,59260,58862,58856
"1922",37063," NC","Durham County",267587,276543,282668,288759,295199,300755,307705,311888,316739
"1923",37065," NC","Edgecombe County",56552,56052,55682,55435,54875,53744,53277,52757,52005
"1924",37067," NC","Forsyth County",350670,354514,357628,360657,364537,367348,371157,375724,379099
"1925",37069," NC","Franklin County",60619,60927,61392,62065,62689,63630,64596,66033,67560
"1926",37071," NC","Gaston County",206086,206861,207902,209228,210573,212971,216716,219819,222846
"1927",37073," NC","Gates County",12197,12041,11889,11701,11631,11529,11567,11515,11573
"1928",37075," NC","Graham County",8861,8814,8709,8722,8624,8598,8545,8534,8484
"1929",37077," NC","Granville County",59916,57489,57550,57759,57999,58182,58699,59374,60115
"1930",37079," NC","Greene County",21362,21514,21194,21016,21018,20952,21080,20980,21012
"1931",37081," NC","Guilford County",488406,494891,500471,506401,512275,517414,525055,529496,533670
"1932",37083," NC","Halifax County",54691,54110,53733,53188,52839,52178,51811,51282,50574
"1933",37085," NC","Harnett County",114678,119158,122197,125032,126704,128027,130631,132229,134214
"1934",37087," NC","Haywood County",59036,58722,58642,58966,59134,59636,60389,61036,61971
"1935",37089," NC","Henderson County",106740,107359,107768,108885,110270,111926,113723,115457,116748
"1936",37091," NC","Hertford County",24669,24712,24600,24577,24582,24380,24216,23926,23659
"1937",37093," NC","Hoke County",46952,49463,50478,51156,51588,52728,52973,54141,54764
"1938",37095," NC","Hyde County",5810,5796,5687,5652,5598,5428,5440,5267,5230
"1939",37097," NC","Iredell County",159437,161018,162664,164582,166514,169497,172552,175628,178435
"1940",37099," NC","Jackson County",40271,40223,40617,40984,40907,41281,42573,43192,43327
"1941",37101," NC","Johnston County",168878,172440,174400,177256,180758,185135,190868,196423,202675
"1942",37103," NC","Jones County",10153,10059,10069,10005,9851,9785,9602,9602,9637
"1943",37105," NC","Lee County",57866,58539,59259,59785,59430,59440,59737,60567,61452
"1944",37107," NC","Lenoir County",59495,59409,59115,58737,58261,57994,57263,56641,55976
"1945",37109," NC","Lincoln County",78265,78259,78693,79081,79418,80535,81118,82365,83770
"1946",37111," NC","McDowell County",44996,45051,45003,45031,45018,44976,44882,45164,45507
"1947",37113," NC","Macon County",33922,33884,33803,33735,33823,34078,34241,34624,35285
"1948",37115," NC","Madison County",20764,20844,20884,21149,21189,21138,21359,21577,21763
"1949",37117," NC","Martin County",24505,24179,23841,23637,23437,23262,23122,22776,22671
"1950",37119," NC","Mecklenburg County",919628,943750,967083,990785,1010412,1033282,1056665,1077311,1093901
"1951",37121," NC","Mitchell County",15579,15347,15321,15275,15166,15063,14991,14979,15000
"1952",37123," NC","Montgomery County",27798,27707,27526,27454,27291,27456,27325,27347,27271
"1953",37125," NC","Moore County",88247,89247,90186,91369,92825,94014,95392,97232,98682
"1954",37127," NC","Nash County",95840,95736,95185,94428,94216,93805,93968,94012,94016
"1955",37129," NC","New Hanover County",202667,205954,209051,212938,215996,219440,224789,228657,232274
"1956",37131," NC","Northampton County",22099,21915,21287,20860,20659,20538,20143,19913,19676
"1957",37133," NC","Onslow County",177772,184962,190669,192351,191820,193037,192184,194838,197683
"1958",37135," NC","Orange County",133801,134815,137829,139404,140333,141379,142991,143960,146027
"1959",37137," NC","Pamlico County",13144,13245,13019,12883,12874,12743,12769,12654,12670
"1960",37139," NC","Pasquotank County",40661,40260,40378,39551,39441,39407,39431,39476,39639
"1961",37141," NC","Pender County",52217,53171,53717,54786,55908,57455,58807,60768,62162
"1962",37143," NC","Perquimans County",13453,13498,13588,13634,13538,13467,13408,13460,13422
"1963",37145," NC","Person County",39464,39520,39182,39247,39122,39206,39297,39395,39507
"1964",37147," NC","Pitt County",168148,170761,172969,174384,174998,176098,177232,178617,179914
"1965",37149," NC","Polk County",20510,20292,20251,20392,20371,20401,20388,20518,20611
"1966",37151," NC","Randolph County",141752,141852,142280,142327,142510,142634,143146,143149,143351
"1967",37153," NC","Richmond County",46639,46647,46358,46133,45778,45435,45021,44825,44887
"1968",37155," NC","Robeson County",134168,135176,135460,135140,134945,134461,133384,132590,131831
"1969",37157," NC","Rockingham County",93643,93276,92692,91903,91800,91676,91345,90841,90690
"1970",37159," NC","Rowan County",138428,137836,137551,137742,138142,138588,139495,140537,141262
"1971",37161," NC","Rutherford County",67810,67408,67214,66848,66567,66388,66311,66568,66826
"1972",37163," NC","Sampson County",63431,63514,63715,63917,63820,63605,63323,63433,63626
"1973",37165," NC","Scotland County",36157,36272,36090,35915,35665,35330,35331,35172,34810
"1974",37167," NC","Stanly County",60585,60520,60456,60631,60619,60635,60792,61451,62075
"1975",37169," NC","Stokes County",47401,47142,46732,46517,46326,46146,45887,45697,45467
"1976",37171," NC","Surry County",73673,73487,73292,72644,72492,71971,71964,72118,71948
"1977",37173," NC","Swain County",13981,14011,14054,13979,14240,14328,14193,14266,14245
"1978",37175," NC","Transylvania County",33090,32804,32833,32828,32954,33167,33406,33825,34215
"1979",37177," NC","Tyrrell County",4407,4337,4122,4104,4120,4137,4025,4183,4131
"1980",37179," NC","Union County",201292,204877,208077,212229,217738,222017,226383,231424,235908
"1981",37181," NC","Vance County",45422,45297,45104,44505,44537,44480,44500,44312,44582
"1982",37183," NC","Wake County",900993,928729,951894,974007,997789,1022431,1048381,1071886,1092305
"1983",37185," NC","Warren County",20972,20989,20758,20600,20385,20213,19892,19869,19807
"1984",37187," NC","Washington County",13228,12920,12679,12689,12496,12282,12122,12019,11859
"1985",37189," NC","Watauga County",51079,51617,52059,52297,52397,53062,54095,55088,55945
"1986",37191," NC","Wayne County",122623,124040,124574,124622,124631,124428,124448,123257,123248
"1987",37193," NC","Wilkes County",69340,68944,68916,68622,68432,68291,68554,68464,68557
"1988",37195," NC","Wilson County",81234,81135,81386,81186,81006,81281,81370,81567,81455
"1989",37197," NC","Yadkin County",38406,38340,38145,38067,37850,37628,37663,37643,37543
"1990",37199," NC","Yancey County",17818,17689,17624,17550,17546,17556,17618,17712,17903
"1991",38001," ND","Adams County",2343,2312,2334,2392,2388,2398,2344,2330,2294
"1992",38003," ND","Barnes County",11066,11111,11004,11111,11060,11005,10896,10676,10542
"1993",38005," ND","Benson County",6660,6686,6769,6896,6883,6817,6835,6935,6962
"1994",38007," ND","Billings County",783,844,919,912,920,947,946,920,919
"1995",38009," ND","Bottineau County",6429,6499,6605,6740,6685,6734,6577,6536,6411
"1996",38011," ND","Bowman County",3151,3142,3210,3215,3239,3280,3223,3156,3076
"1997",38013," ND","Burke County",1968,2062,2182,2305,2261,2344,2226,2134,2100
"1998",38015," ND","Burleigh County",81308,83283,85745,88418,90509,93180,94566,95158,95273
"1999",38017," ND","Cass County",149778,153286,157405,162835,166553,170734,174271,177937,181516
"2000",38019," ND","Cavalier County",3993,3945,3921,3855,3846,3826,3824,3795,3829
"2001",38021," ND","Dickey County",5289,5253,5219,5193,5098,5042,4968,4841,4903
"2002",38023," ND","Divide County",2071,2143,2248,2327,2428,2456,2386,2291,2283
"2003",38025," ND","Dunn County",3536,3723,3957,4139,4376,4579,4372,4277,4332
"2004",38027," ND","Eddy County",2385,2346,2350,2368,2329,2305,2289,2328,2313
"2005",38029," ND","Emmons County",3550,3506,3471,3477,3413,3399,3340,3312,3295
"2006",38031," ND","Foster County",3343,3343,3380,3355,3337,3327,3312,3258,3216
"2007",38033," ND","Golden Valley County",1680,1758,1806,1825,1852,1879,1857,1785,1769
"2008",38035," ND","Grand Forks County",66861,66643,67579,69103,69770,70371,70515,70572,70770
"2009",38037," ND","Grant County",2394,2359,2350,2393,2374,2397,2381,2376,2374
"2010",38039," ND","Griggs County",2420,2370,2345,2284,2290,2287,2257,2262,2232
